0,W,0x400010,0x40201000101
2,W,0x400020,0x20000000101020200
2,W,0x400040,0x1000060040000101020201
2,W,0x500000,0x0EE63E7C9580190E3E3D950E0735FDFD6
2,W,0x500010,0x0D300CED35DB6B9BAA6DA1EC05CAFD2CC
2,W,0x500020,0x0E04EC1D9604CDEC1BB215691525AD3D0
2,W,0x500030,0x0C054D6C14B10CECEDCD04242524BCDD6
2,W,0x500040,0x0D855B9AD31A3019BA1DD81245A3BC8CE
2,W,0x500050,0x0B8B1CDA35036BD31C84CA4B62C20A1C7
2,W,0x500060,0x0D9CB364A4381C1142E9F302643B93E2D
2,W,0x500070,0x0E061D1DC51593AC8D6C150BD6453B2D5
2,W,0x500080,0x0D831D3442C47B4D4CC3ABFB5603EC3D2
2,W,0x500090,0x0C660D5C84948B7E3E3D036CD6660D5DC
2,W,0x5000A0,0x0D83AC74C3EA7D2C243DB41B51AC94629
2,W,0x5000B0,0x0D358D0C7514DA6DCC3BF37BA4C40C1DB
2,W,0x5000C0,0x0E465E8015F4ECACEE2DEB8C4685ED5CB
2,W,0x5000D0,0x0C54DA8D1463CBCA8C94641308416ADCC
2,W,0x5000E0,0x0D523B8BB2207A7308FB4C8BFB7CF0028
2,W,0x5000F0,0x4D2F423F28522132C54B3700AEC6A101
2,W,0x500200,0x0D642E29546C41FDDBDCF99D45752E1CA
2,W,0x500210,0x08142CD8F37D744C1CFD4484A0FB8C39F
2,W,0x500220,0x0C55100BC5597B038B6CC40B24E53CDCB
2,W,0x500230,0x0A758D2B8359DC1C9BE32C24F4947C3CB
2,W,0x500240,0x2E4132C6B3A2B131D6A24643255830A4
2,W,0x500250,0x0B9BC9647CA9A4A3850C031AFC3B62B38
2,W,0x500260,0x0E2DD4654C1002E554FC7BBCEE1CB5650
2,W,0x500270,0x0B941D9D0372656ACB8BB9C3F555AC5D2
2,W,0x500280,0x4A403012B6453AB9C5C0D31438BD21A0
2,W,0x500290,0x0D545D7C43D9B38DBBCD6C0BF6428D536
2,W,0x5002A0,0x4EA80016B22C443A49B94890C4383F40
2,W,0x5002B0,0x2053CCC1C03CAAB803D7B0C74753B621
2,W,0x5002C0,0x0D451E23058263AC4D9BEA9D86149E4B4
2,W,0x5002D0,0x0B9B29540B344001F51BE344B3CC14E
2,W,0x5002E0,0x0C6C1ABB1C6C15322B6D7B8522EC34E41
2,W,0x5002F0,0x22C12700BCB026014D523382C99B81B1
2,W,0x500100,0x0BB4990B54DB73DBC45C992C8281FA0D1
2,W,0x500110,0x0B6C031A841CDD131221DCB2EC03B013D
2,W,0x500120,0x3C35853642A4B0C21E054798814A04BB
2,W,0x500130,0x3437AB224744BF1B34B5AC00B7BCB23E
2,W,0x500140,0x41A7AE9100C0BAB8B83B883A30483F00
2,W,0x500150,0x41BFB501AB37370043C900B441A50017
2,W,0x500160,0x0B8A83AAD23B39EB039471337211EB4A6
2,W,0x500170,0x45C5B42247B8AB264844C9A8404B4C4B
2,W,0x500180,0x097A5A04A3FC532C84CB840C600A48130
2,W,0x500190,0x0B02A169EC04BA92452A5CDA8C646312D
2,W,0x5001A0,0x0B7B5B4B73AC0313B43B1278100821CA1
2,W,0x5001B0,0x0B5C043CFB454D1A9C81E4EA7C4B38CD2
2,W,0x5001C0,0x0ABA1C7C18FC7BA11AEBC3B003E47C8C7
2,W,0x5001D0,0x4248AAC2004E39AEC4B3B12CC038BF00
2,W,0x5001E0,0x098AAB61144A3B4C2C93B93B4A027B001
2,W,0x5001F0,0x34A2A400A337AFA0C358211899202196
2,W,0x500300,0x0E55EDBD46A9CB2E5DDDD55D16D58E7CF
2,W,0x500310,0x0CC51CDB457C4BF1FC5BD3DC237C1CAAC
2,W,0x500320,0x0D355C8C75338DDC2CC3230C65055CBD3
2,W,0x500330,0x0B55ABBC7B62AC2DBE094873E4326CACD
2,W,0x500340,0x0D43BB1D1242D31D5D7C43FA84A16C3A9
2,W,0x500350,0x0C2C288B112C2B02F37469D24C1AC2F00
2,W,0x500360,0x0A0C5A99B1C1B110117CCB54106268E17
2,W,0x500370,0x0C860C6D5455B50BCD63026426161C0D5
2,W,0x500380,0x0CA4FC833302234C8C0CAA19D5AAF36D6
2,W,0x500390,0x0D04DE1BF493603DDE3D3B7946540DDB1
2,W,0x5003A0,0x0C3B131BB42C7CD4717BD451A433833B3
2,W,0x5003B0,0x0D150C3D537B0C2D0BD84D0434F55C4D6
2,W,0x5003C0,0x0EA5EE41D602FC4D8D9DB4D8C6B4FD8DA
2,W,0x5003D0,0x4256C5CE3A34A440C48A38CB5200A6CF
2,W,0x5003E0,0x473CC2BDABBF99C7C8A740461545CACA
2,W,0x5003F0,0x0B0CA4281312CB3BAB843C929322034BF
2,W,0x500400,0x0B7D66258E840904C58B64689EDB5539C
2,W,0x500410,0x0DD4C5201D9C655494534B5D1B72FD3CA
2,W,0x500420,0x3432699856B0372550C12120C14E42BA
2,W,0x500430,0x0BEC35450C34C1BA157A53252DE8148A0
2,W,0x500440,0x0D0B14F5F0063453DA0BF41B3C6522DB5
2,W,0x500450,0x0D261E541BB5ABED4445AE432B5C13056
2,W,0x500460,0x4092B7569143CCB3B74645D486C72281
2,W,0x500470,0x4A90729C3CB14B4062D959C1D90F21C7
2,W,0x500480,0x53116CCB8868D0ACAE4B6731935559D9
2,W,0x500490,0x0B0336750C45E12D433345B21E09C5258
2,W,0x5004A0,0x0CE614141C5D557381E23A3DF4CCED5CF
2,W,0x5004B0,0x56BE643E5668B725553E670081495AD7
2,W,0x5004C0,0x4CCB434AC750454654BE3B0EEBA6B230
2,W,0x5004D0,0x603AD00126344C8B0129C153C227BE00
2,W,0x5004E0,0x0D24B57DAD147AE323463C0D60A2E3724
2,W,0x5004F0,0x413FE0BAD54B103B5357E05DB91DC050
2,W,0x500600,0x0B8DA4B28C75026B23E485924C9A6534D
2,W,0x500610,0x0BFCA1F97DF52C4A05CCAC7C0D3634EB3
2,W,0x500620,0x404452CA35C6595D3740D4B93A41C8CE
2,W,0x500630,0x0B3C4514ED750874136C65656D13848A9
2,W,0x500640,0x3EA1B225365F26C14F01AC53A64954A7
2,W,0x500650,0x0B049E646B82A55334946DF8EA9C4C724
2,W,0x500660,0x0C0CBA9ABB03A4960D05022D6CEBCC447
2,W,0x500670,0x0C3D266C7B05747545CD1934DC93805D5
2,W,0x500680,0x0C24956B04453D3D10056603428B531DD
2,W,0x500690,0x0B70E655244313E36D3135351DFD0355B
2,W,0x5006A0,0x0DA56AB55BA814E555544C3B24D44C93F
2,W,0x5006B0,0x3D4F5E42575A37B132B45A564D1B5BD7
2,W,0x5006C0,0x0C6C24D59DB45510155D45240CACD4342
2,W,0x5006D0,0x66B93FB65BA231284A00A64FD75BB7D6
2,W,0x5006E0,0x0B63426CCC749CB24C15604D132D0313D
2,W,0x5006F0,0x414EBA51A934420C4A3CBC52A74BBF54
2,W,0x500500,0x3DC1B6CC5100CAC99E152B274F2201DA
2,W,0x500510,0x274ACF3E2FDF295634243956C1D28828
2,W,0x500520,0x44C451060056B2D2CAC5563BC9C5432D
2,W,0x500530,0x0D5C442AED543D3B7D4C8B1D192D2B5BA
2,W,0x500540,0x49BE07BABFCD35508CC44BD2C49AC8C2
2,W,0x500550,0x09255572D4F2BBABFA22B553645D14042
2,W,0x500560,0x4A44A9C6D1A6C64DC25F3CA84624C518
2,W,0x500570,0x0BE43B49FB24FADC9DFB443C5BC4855A7
2,W,0x500580,0x09FC622D6E0E648B246C6CACCC1C4E100
2,W,0x500590,0x0EAF9D00ABD7E02C4D25DAC3A72107A0
2,W,0x5005A0,0x4100C54146C5CBCAAA45605ABBD05955
2,W,0x5005B0,0x0BE1851B82A654AD227C42B1227BC343B
2,W,0x5005C0,0x0BEB8B3E9BA54B4AC52C151B93451469A
2,W,0x5005D0,0x0D3BFA721C029AFB2B94451AFC4402523
2,W,0x5005E0,0x0C04FBF513995C1C72098CD5150B53A56
2,W,0x5005F0,0x50CE4F3DB93EA9A23ECA5146513FB700
2,W,0x500700,0x2D4675CE05B564653C45B12F1C01AA5
2,W,0x500710,0x0C1935146CAB25F511C07AEC9AD08B7D0
2,W,0x500720,0x510368D3571F573B5CA544508B97C8CB
2,W,0x500730,0x26A14A51D05D293959174F4AC8B65C4C
2,W,0x500740,0x0CCCC5F4FC65C51BBAF381030D65CC897
2,W,0x500750,0x4D63353F9CDE48AC4D3DC6CF01C6E8B6
2,W,0x500760,0x47B8914B3E42395001423D41D00134C1
2,W,0x500770,0x3D436AB74AB34C5650DF534CAB441ED9
2,W,0x500780,0x52006ABC316AC02CC2A26EBB015D58E3
2,W,0x500790,0x23896D56A561410120B6623AE5435245
2,W,0x5007A0,0x0E157614A22C44C00BC57B9D650B7DEB1
2,W,0x5007B0,0x2DA4542A5B68BE8A4101673336585A90
2,W,0x5007C0,0x41D95435DB5C4F3661D14855E938B335
2,W,0x5007D0,0x593FCAC1363D3BB7488CCB55DC3B3AC6
2,W,0x5007E0,0x33C752D2CC533458B94949A4D41947A2
2,W,0x5007F0,0x4FC1C6379C5243A8B224C551DD404744
2,W,0x600020,0x09EC2A9F2E006EAE2E72B3ED5DCE2CEEE
2,W,0x600040,0x28099BEDD8A1E4C0D15847CDD0D6CBD8
2,W,0x600030,0x4635CAB542C726C0BA452641BF35B7BE
2,W,0x600050,0x3DD2A8F0E1D1E6DDEA2131D7DAE1D0F0
2,W,0x600060,0x0A981B4F0DD9EE4C9E11CCDCBDDE3DBEC
2,W,0x600080,0x44B501EBB6C3DFC2D06120C6D0DACBE2
2,W,0x600070,0x2E44CC43AD34998DA72135044101C219
2,W,0x600090,0x37BDD6F1DDC8EBD5ED2FB1D3D5D7DFEC
input activations
2,W,0x600000,0x69A8070100CA880109D1008100810000
end of input activations
2,W,0x0800010,0x118020101
2,W,0x0800020,0x0819618A486383491B4863834A0813430
2,W,0x0800030,0x4091A4863834B020
2,W,0x0,0x0
